Rank,Tier,Operator,Skill,Module,Score,Phys DPS,Arts DPS,True DPS,Ele DPS,Wave TTC,Boss TTC,HPS,EHP Phys,Support Value
985,B,Sesa,延时震荡零件,ART-X: 'Soul Resonance',58.93,136012.66,0.00,0.00,0.00,383.68,1065.52,0.00,1655.00,340.00
986,B,Nearl,急救模式,GUA-X: Improved Knight Shield,58.88,19856.67,0.00,0.00,0.00,1800.00,1800.00,53940.56,4620.00,120.00
987,B,Ebenholz,寂静之声,MSC-Y: 'Theory Expositor',58.86,0.00,330327.70,0.00,0.00,908.75,321.45,0.00,1853.00,0.00
988,B,SilverAsh,雪境生存法则,LOR-X: Snow Realm Fowlcare Kit,58.85,219605.88,0.00,0.00,0.00,1800.00,1800.00,0.00,4624.00,0.00
989,B,Schwarz,RAW,No Module,58.80,114264.00,0.00,0.00,0.00,1800.00,1800.00,0.00,1833.00,300.00
990,B,Zuo Le,破虏,SBL-Y: 秉烛人的记录,58.80,187323.04,0.00,0.00,0.00,1713.48,1800.00,0.00,11018.80,0.00
991,B,Nowell,生命不息,WAH-Y: 致祖父,58.78,0.00,0.00,0.00,0.00,1800.00,1800.00,42920.42,1512.00,0.00
992,B,Magallan,激光开采模块,SUM-X: Drone Control Module.P,58.75,0.00,60204.00,0.00,0.00,1800.00,1329.38,0.00,1253.00,0.00
993,B,Magallan,武装打击模块,SUM-X: Drone Control Module.P,58.75,0.00,60204.00,0.00,0.00,1800.00,1329.38,0.00,1253.00,0.00
994,B,Nine-Colored Deer,人间降吉,BLS-X: 'Elixir',58.74,0.00,0.00,0.00,0.00,1800.00,1800.00,97476.00,3718.01,57.60
995,B,Hadiya,剑角之锋,No Module,58.74,43844.40,0.00,0.00,0.00,1083.27,1800.00,0.00,2895.00,24.50
996,B,Siege,跃空锤,No Module,58.72,34263.50,0.00,0.00,0.00,1388.23,1800.00,0.00,2251.00,0.00
997,B,Hoshiguma,RAW,PRO-Y: Gifts From Friends,58.66,71875.00,0.00,0.00,0.00,1800.00,1800.00,0.00,3850.00,20.00
998,B,Qanipalaat,坠雪,No Module,58.66,0.00,83773.33,0.00,0.00,953.89,927.37,0.00,1500.00,330.00
999,B,Silence the Paradigmatic,无畏者协议,BLS-X: Hard to Keep Awake,58.64,0.00,0.00,0.00,0.00,1800.00,1800.00,87262.50,4399.09,0.00
1000,B,Eunectes,轻型挂斧,HES-Y: 'The Little Ugly Thing',58.58,230400.00,0.00,0.00,0.00,1800.00,1495.44,0.00,4277.46,79.20
1001,B,Poncirus,冲锋号令·γ型,SOL-X: The Morning Star of the Homeseeker,58.58,41925.71,0.00,0.00,0.00,1800.00,1800.00,0.00,3489.75,0.00
1002,B,Senshi,单人份料理,No Module,58.56,20881.67,0.00,0.00,0.00,1800.00,1800.00,114649.92,3462.50,0.00
1003,B,Perfumer the Distilled,RAW,No Module,58.55,0.00,0.00,0.00,0.00,1800.00,1800.00,72000.00,2196.43,128.00
1004,B,Taraxacum,扶风起,No Module,58.46,0.00,0.00,0.00,0.00,1800.00,1800.00,109684.21,2056.82,96.00
1005,B,Narantuya,RAW,LPS-X: “吹尽狂沙”,58.44,113160.00,0.00,0.00,0.00,1800.00,1800.00,0.00,2500.00,190.00
1006,B,Snowsant,伸缩式电捕网,HOK-X: Snowsant's Precious Money Bank,58.18,40173.78,0.00,0.00,0.00,1800.00,1800.00,0.00,2045.00,114.71
1007,B,Ch'en,鞘击,SWO-Y: Good Old School Days,58.15,243626.44,0.00,0.00,0.00,838.34,490.30,0.00,2880.00,18.37
1008,B,Sussurro,深度治疗,No Module,58.05,0.00,0.00,0.00,0.00,1800.00,1800.00,99408.17,1345.00,0.00
1009,B,Lemuen,重逢问候,DEA-Y: “弹匣与花窗”,58.05,219080.76,0.00,0.00,0.00,1444.86,532.49,0.00,1568.00,270.00
1010,B,Sora,战斗之歌,BAR-X: “齐唱”,58.02,0.00,0.00,0.00,0.00,1800.00,1800.00,91142.10,1556.00,120.00
1011,B,Młynar,RAW,No Module,57.97,0.00,0.00,0.00,0.00,1800.00,1800.00,0.00,4595.29,0.00
1012,B,Provence,杀戮嗅觉,ARC-X: Tail-Care Suit,57.96,265741.20,0.00,0.00,0.00,1222.95,1800.00,0.00,1680.00,0.00
1013,B,Ho'olheyak,但为求索,No Module,57.92,0.00,122368.39,0.00,0.00,1800.00,925.79,0.00,3186.00,13.71
1014,B,Lin,流光乍裂,No Module,57.91,0.00,103102.56,0.00,0.00,531.62,1110.59,0.00,2048.00,12.25
1015,B,Heidi,虚构故事·锈城,No Module,57.87,0.00,0.00,0.00,0.00,1800.00,1800.00,82689.17,1638.00,106.00
1016,B,Crackborne,涤净,PRP-X: “漂洗”,57.86,43412.50,0.00,0.00,70960.75,1800.00,852.98,0.00,7090.00,120.00
1017,B,Ceylon,集中式水疗,WAH-X: Field Research Equipment,57.73,0.00,0.00,0.00,0.00,1800.00,1800.00,48016.48,1455.00,0.00
1018,B,Ray,广域警觉,HUN-X: 《跳舞的月光》,57.70,316546.44,0.00,0.00,0.00,956.85,326.82,0.00,2133.00,0.00
1019,B,Entelechia,玫影觅迹,REA-Y: 玫瑰色故事集,57.68,183336.06,0.00,0.00,0.00,367.71,1800.00,0.00,8233.41,0.00
1020,B,Projekt Red,处决模式,EXE-Y: Mystery Prop Pack,57.66,104263.91,0.00,0.00,0.00,1800.00,1800.00,0.00,1505.00,250.00
1021,B,Nasti,RAW,CRA-X: 工程师们,57.65,0.00,104640.00,0.00,0.00,1800.00,1436.66,0.00,3329.27,144.00
1022,B,Sankta Miksaparato,退休前布道,SPT-Y: “老朋友”,57.61,113332.45,0.00,0.00,0.00,564.41,861.73,0.00,1200.00,0.00
1023,B,Eyjafjalla,火山,No Module,57.59,0.00,160722.39,0.00,0.00,445.21,601.59,0.00,1743.00,48.00
1024,B,Pallas,英勇的祝福,INS-Y: 'Light of Heria',57.52,82248.75,0.00,0.00,0.00,566.78,1565.59,0.00,1963.00,0.00
1025,B,Saria,药物配置,GUA-X: Unused Boxing Gloves,57.45,55257.50,0.00,0.00,0.00,1800.00,1800.00,68195.74,5250.00,0.00
1026,B,Rose Salt,绝妙的长效药呀,RIN-X: 多彩盐漠生活,57.44,0.00,0.00,0.00,0.00,1800.00,1800.00,149649.95,1775.00,0.00
1027,B,Skadi the Corrupting Heart,RAW,No Module,57.41,0.00,0.00,0.00,0.00,1800.00,1800.00,80619.60,1603.00,0.00
1028,B,Specter,攻击力强化·γ型,CEN-X: Dim Candlelight,57.38,132700.00,0.00,0.00,0.00,206.81,1232.97,0.00,3682.00,0.00
1029,B,Fiammetta,“你须直面”,ART-Y: 'Out-Law' Special Ammunition Surplus,57.37,239400.39,0.00,0.00,0.00,203.84,606.78,0.00,1935.63,0.00
1030,B,Snowsant,倒刺钩爪,HOK-X: Snowsant's Precious Money Bank,57.26,45319.24,0.00,0.00,0.00,1800.00,1800.00,0.00,2045.00,102.05
1031,B,Nymph,怵然震爆,PRI-Y: 烦恼问诊匣,57.18,0.00,0.00,0.00,238341.33,413.95,272.97,0.00,1820.00,32.66
1032,B,Indra,RAW,FGT-Y: 'Hannah's Dislocation Rehabilitation Set',57.16,351097.44,0.00,0.00,0.00,544.88,655.90,0.00,2765.00,0.00
1033,B,Matterhorn,体能强化,PRO-Y: Father's Robe,57.08,18750.00,0.00,0.00,0.00,1800.00,1800.00,0.00,6545.50,0.00
1034,B,Irene,裂潮,SWO-Y: Liber Sacer,57.04,173864.81,0.00,0.00,0.00,192.55,236.61,0.00,2935.00,0.00
1035,B,Zuo Le,佑序有炎,No Module,57.01,183054.70,0.00,0.00,0.00,1756.64,1800.00,0.00,5787.00,61.24
1036,B,Marcille,爆破魔法,SPC-Y: 才女的藏书,56.92,0.00,132876.93,0.00,0.00,394.26,854.20,0.00,1805.00,211.49
1037,B,Flint,锋芒毕露,FGT-Y: Meaning of Flowers,56.85,179622.95,0.00,0.00,0.00,1800.00,1800.00,0.00,2680.00,2.00
1038,B,Texas the Omertosa,RAW,EXE-Y: Blueberry & Dark Chocolate,56.81,0.00,0.00,0.00,0.00,1452.66,570.16,0.00,7620.00,0.00
1039,B,Entelechia,玫影觅迹,REA-X: 易枯萎的航船,56.81,117143.42,0.00,0.00,0.00,455.60,1800.00,0.00,10148.00,0.00
1040,B,Hoshiguma,力之锯,PRO-Y: Gifts From Friends,56.75,81111.11,0.00,0.00,0.00,709.40,1800.00,0.00,1200.00,20.00
1041,B,Schwarz,强弩,ARC-X: Customized Crossbow Accessory Suit,56.71,201897.07,0.00,0.00,0.00,1654.51,781.44,0.00,2003.00,300.00
1042,B,Blemishine,RAW,GUA-X: 'Knight Primus',56.68,118526.67,0.00,0.00,0.00,1800.00,1800.00,0.00,5553.00,0.00
1043,B,Fiammetta,“你须直面”,ART-X: A Long Journey,56.56,237433.23,0.00,0.00,0.00,205.62,487.33,0.00,1945.26,0.00
1044,B,Irene,裂潮,SWO-X: 审判官口粮,56.47,171513.62,0.00,0.00,0.00,205.37,103.05,0.00,2935.00,0.00
1045,B,Nasti,RAW,No Module,56.43,0.00,98240.00,0.00,0.00,1800.00,1532.37,0.00,3152.44,144.00
1046,B,Narantuya,RAW,No Module,56.38,86250.00,0.00,0.00,0.00,1800.00,1800.00,0.00,2500.00,190.00
1047,B,Reed,生灵火花,CHG-Y: Spear Clean Suit,56.34,201208.60,0.00,0.00,0.00,1585.66,1800.00,0.00,4311.00,0.00
1048,B,Snow Hunter,风雪连弩,HUN-X: 过去的狩猎,56.33,346381.66,0.00,0.00,0.00,859.51,303.85,0.00,1920.00,30.00
1049,B,Gladiia,RAW,HOK-X: Consul's Handmirror,56.26,147426.67,0.00,0.00,0.00,1800.00,1800.00,0.00,5757.71,0.00
1050,B,Nowell,生命不息,No Module,56.25,0.00,0.00,0.00,0.00,1800.00,1800.00,35631.16,1367.00,0.00
1051,B,Vina Victoria,RAW,AFT-X: 城主的冒险,56.17,0.00,132481.06,0.00,0.00,1800.00,825.84,0.00,4631.94,194.00
1052,B,Crownslayer,硝烟震爆,EXE-X: 弑君刃,56.04,35387.87,0.00,0.00,0.00,1800.00,1800.00,0.00,1825.00,330.00
1053,B,Leizi the Thunderbringer,RAW,LIB-X: “一念”,56.02,0.00,0.00,0.00,0.00,1800.00,1800.00,0.00,4223.00,0.00
1054,B,Vigil,领袖的呼唤,TAC-X: La Punciuta,56.01,54099.00,0.00,0.00,0.00,1800.00,1800.00,0.00,1935.00,0.00
1055,B,Tin Man,RAW,ALC-X: “颅相学”,55.99,0.00,0.00,0.00,0.00,1800.00,1800.00,30240.00,1214.00,330.00
1056,B,Swire the Elegant Wit,仗义疏财,MER-X: 'Be Resplendent and Outstanding',55.94,150360.00,0.00,0.00,0.00,1800.00,1800.00,0.00,4608.00,0.00
1057,B,Ch'en,鞘击,SWO-X: Rhodes Island Standard Combat Sword,55.91,225399.45,0.00,0.00,0.00,929.43,942.18,0.00,2880.00,18.37
1058,B,Eyjafjalla,二重咏唱,CCR-X: 'Missed Sounds',55.91,0.00,243419.06,0.00,0.00,1286.14,419.57,0.00,1923.00,48.00
1059,B,Hoshiguma the Breacher,RAW,AST-X: 无迹,55.91,0.00,128857.50,0.00,0.00,1800.00,1068.24,0.00,5814.00,0.00
1060,B,Iana,RAW,PUM-X: 'Distant and Less Familiar World',55.81,95802.53,0.00,0.00,0.00,1800.00,1800.00,0.00,2436.00,330.00
1061,B,Typhon,“永恒狩猎”,SIE-Y: 冰原的影子,55.74,149289.18,0.00,0.00,0.00,219.57,433.50,0.00,1702.00,20.00
1062,B,Titi,封护,INC-X: 远方的礼物,55.71,0.00,158569.38,0.00,0.00,1800.00,710.22,79284.69,2332.50,0.00
1063,B,Młynar,未声张的怒火,No Module,55.70,51539.17,0.00,0.00,0.00,1800.00,1800.00,0.00,4595.29,0.00
1064,B,Matoimaru,恶鬼之力,No Module,55.66,125845.33,0.00,0.00,0.00,1800.00,1800.00,0.00,4477.20,300.00
1065,B,Hellagur,RAW,"SBL-X: Zouhou, a Sheath for Contempt",55.59,138000.00,0.00,0.00,0.00,1800.00,1800.00,0.00,9283.33,0.00
1066,B,Astgenne the Lightchaser,星图闪烁,DEC-Y: 探索者的收藏,55.57,0.00,108779.58,0.00,0.00,1302.80,1003.75,0.00,1535.00,188.00
1067,B,Hoshiguma,荆棘,PRO-Y: Gifts From Friends,55.50,71875.00,0.00,0.00,0.00,1800.00,1800.00,0.00,1285.20,20.00
1068,B,Nymph,怵然震爆,PRI-X: 心声,55.48,0.00,0.00,0.00,230120.48,490.01,284.20,0.00,1800.00,32.66
1069,B,Lemuen,礼炮·强制追思,No Module,55.45,158699.65,0.00,0.00,0.00,1381.92,501.27,0.00,1448.00,270.00
1070,B,Jaye,刺身拼盘,MER-X: Steel Tool Set,55.43,276283.01,0.00,0.00,0.00,840.41,424.20,0.00,2284.00,0.00
1071,B,Thumpy,“还不走？”,No Module,55.39,77445.31,0.00,0.00,179649.77,1210.04,265.03,0.00,3514.00,0.00
1072,B,Sankta Miksaparato,八臂电锯侠,SPT-X: 毛刷套装,55.37,143154.00,0.00,0.00,0.00,1800.00,1800.00,0.00,1200.00,0.00
1073,B,Sideroca,生命回复·γ型,No Module,55.36,0.00,100390.40,0.00,0.00,1800.00,1792.02,0.00,2845.00,0.00
1074,B,Astgenne the Lightchaser,RAW,DEC-Y: 探索者的收藏,55.35,0.00,80153.38,0.00,0.00,1800.00,1374.02,0.00,1535.00,188.00
1075,B,Gummy,备用军粮,GUA-X: Медовые Пряники,55.32,60835.00,0.00,0.00,0.00,1800.00,1800.00,34260.80,4200.00,4.78
1076,B,Укусик,火钳秘咒,XAH-X: “睡前故事”,55.31,0.00,0.00,0.00,0.00,1800.00,1800.00,142417.08,1855.00,0.00
1077,B,Crownslayer,硝烟震爆,No Module,55.26,30287.48,0.00,0.00,0.00,1800.00,1800.00,0.00,1695.00,330.00
1078,B,Waai Fu,七武掠阵踢,EXE-X: The Classic of Hung Mei Wing Chun,55.19,47157.89,0.00,0.00,0.00,1800.00,1800.00,0.00,1550.00,36.55
1079,B,Exusiai,扫射模式,MAR-Y: 欢迎光临，企鹅物流,55.17,264777.62,0.00,0.00,0.00,1170.71,1800.00,0.00,1890.49,0.00
1080,B,Tin Man,RAW,No Module,55.15,0.00,0.00,0.00,0.00,1800.00,1800.00,28140.00,1114.00,330.00
1081,B,Snowsant,RAW,HOK-X: Snowsant's Precious Money Bank,55.10,34611.11,0.00,0.00,0.00,1800.00,1800.00,0.00,2045.00,91.38
1082,B,Projekt Red,狼群,EXE-Y: Mystery Prop Pack,55.09,47276.97,0.00,0.00,0.00,1800.00,1800.00,0.00,1505.00,36.75
1083,B,Liskarm,反击电弧,SPT-X: Stunner's Storage,55.09,47480.70,0.00,0.00,0.00,1800.00,1800.00,0.00,3240.00,61.24
1084,B,Whisperain,定向诊断,WAH-X: A Quaint First-Aid Kit,55.06,0.00,0.00,0.00,0.00,1800.00,1800.00,28858.67,1572.00,0.00
1085,B,Whisperain,定向诊断,No Module,55.04,0.00,0.00,0.00,0.00,1800.00,1800.00,30376.25,1432.00,0.00
1086,B,Texas,冲锋号令·γ型,No Module,54.99,0.00,62317.71,0.00,0.00,1800.00,1800.00,0.00,1950.00,0.00
1087,B,Amiya (Medic),哀恸共情,INC-X: 带有灼痕的裙子,54.95,0.00,113685.00,0.00,0.00,1800.00,1270.59,56842.50,2956.61,117.75
1088,B,Projekt Red,处决模式,No Module,54.94,77354.84,0.00,0.00,0.00,1800.00,1800.00,0.00,1505.00,250.00
1089,B,Ch'en,赤霄·绝影,No Module,54.94,157841.72,0.00,0.00,0.00,1390.20,1733.76,0.00,2880.00,48.99
1090,B,Muelsyse,渐进性润化,TAC-Y: 落叶四季,54.77,80346.09,0.00,0.00,0.00,1800.00,1800.00,0.00,1983.00,0.00
1091,B,Matsukiri,入场安排,No Module,54.71,43400.00,0.00,0.00,0.00,1800.00,1800.00,0.00,2002.00,0.00
1092,B,May,束缚电击,No Module,54.54,69540.25,0.00,0.00,0.00,1800.00,1800.00,0.00,1632.00,6.41
1093,B,Thorns,护身尖刺,No Module,54.48,155554.62,0.00,0.00,0.00,733.77,1800.00,0.00,3656.80,0.00
1094,B,Poncirus,冲锋号令·γ型,No Module,54.41,23619.05,0.00,0.00,0.00,1800.00,1800.00,0.00,2613.70,0.00
1095,B,Ho'olheyak,RAW,No Module,54.36,0.00,89537.85,0.00,0.00,1800.00,1283.83,0.00,3186.00,13.71
1096,B,Gladiia,缺水的掌握怒海,HOK-Y: 淡金坠饰,54.33,217279.95,0.00,0.00,0.00,1176.76,1070.58,0.00,3848.33,0.00
1097,B,Hung,反制医疗模式,GUA-Y: Popular Sitcom Tapes,54.30,16874.33,0.00,0.00,0.00,1800.00,1800.00,51456.23,1411.76,144.00
1098,B,Hellagur,弦月,"SBL-X: Zouhou, a Sheath for Contempt",54.28,197072.00,0.00,0.00,0.00,1800.00,1800.00,0.00,9283.33,0.00
1099,B,Thorns,攻击力强化·γ型,LOR-D: 沙蚀,54.23,217045.38,0.00,0.00,0.00,1800.00,1798.61,0.00,3866.80,0.00
1100,B,Leizi the Thunderbringer,RAW,No Module,54.21,0.00,0.00,0.00,0.00,1800.00,1800.00,0.00,3863.00,0.00
1101,B,Sankta Miksaparato,退休前布道,SPT-X: 毛刷套装,54.18,102647.35,0.00,0.00,0.00,606.48,1056.20,0.00,1200.00,0.00
1102,B,Fiammetta,“你须偿还”,No Module,54.18,229752.87,0.00,0.00,0.00,212.86,457.05,0.00,1935.63,0.00
1103,B,Gladiia,缺水的碎漩狂舞,HOK-X: Consul's Handmirror,54.16,158482.56,0.00,0.00,0.00,1800.00,1800.00,0.00,5757.71,0.00
1104,B,Zuo Le,破虏,"SBL-X: 'You Night, Be Fleeting'",54.11,192960.00,0.00,0.00,0.00,1800.00,1800.00,0.00,10288.00,0.00
1105,B,Surtr,熔核巨影,AFT-X: 萨米的不灭心脏碎片,54.08,0.00,228693.20,0.00,0.00,456.44,146.67,0.00,2916.00,0.00
1106,B,Zima,冲锋号令·γ型,SOL-X: A Graduation Gift for Генерал Мороз,54.03,31634.29,0.00,0.00,0.00,1800.00,1800.00,0.00,2410.00,0.00
1107,B,Ash,攻坚榴弹,MAR-Y: Tactical Breaching Round Pack,54.00,77743.07,0.00,0.00,0.00,1800.00,1800.00,0.00,1889.00,48.99
1108,B,Hoshiguma the Breacher,无始无明,No Module,53.97,0.00,100050.00,0.00,0.00,1800.00,1412.30,0.00,5326.50,6.67
1109,B,Pepe,阻遏混乱锤,No Module,53.93,127252.20,0.00,0.00,0.00,184.28,330.61,0.00,2851.00,0.00
1110,B,Ash,突击战术,MAR-Y: Tactical Breaching Round Pack,53.93,77171.29,0.00,0.00,0.00,1800.00,1800.00,0.00,1889.00,48.99
1111,B,Matoimaru,RAW,No Module,53.87,72106.67,0.00,0.00,0.00,1800.00,1800.00,0.00,4477.20,300.00
1112,B,Młynar,未照耀的荣光,No Module,53.87,22600.11,0.00,0.00,0.00,1800.00,1800.00,0.00,4595.29,0.00
1113,B,Mizuki,镜花水月,AMB-Y: Caerulorum Semina,53.86,67191.11,0.00,0.00,0.00,1581.16,1800.00,0.00,3902.76,12.25
1114,B,Waai Fu,七武掠阵踢,No Module,53.75,38219.93,0.00,0.00,0.00,1800.00,1800.00,0.00,1455.00,36.55
1115,B,Liskarm,反击电弧,No Module,53.69,38479.53,0.00,0.00,0.00,1800.00,1800.00,0.00,3240.00,61.24
1116,B,Nasti,栖脚地,CRA-X: 工程师们,53.68,0.00,169935.36,0.00,0.00,1800.00,863.04,0.00,1463.41,144.00
1117,B,Harold,重症优先,WDM-X: 腿部护理套装,53.68,0.00,0.00,0.00,0.00,1800.00,1800.00,91801.68,1490.00,108.00
1118,B,Wind Chimes,攻击力强化·γ型,CRU-X: 致继任者,53.65,103811.76,0.00,0.00,0.00,1490.11,993.29,0.00,6801.47,0.00
1119,B,Misery,空间的归依,EXE-X: Misery证章,53.64,47761.29,0.00,0.00,0.00,1800.00,1800.00,0.00,1594.00,26.67
1120,B,Lemuen,RAW,DEA-Y: “弹匣与花窗”,53.62,139809.20,0.00,0.00,0.00,1800.00,1460.41,0.00,1568.00,270.00
1121,B,Hung,反制医疗模式,No Module,53.60,16874.33,0.00,0.00,0.00,1800.00,1800.00,51456.23,2004.00,144.00
1122,B,Vulpisfoglia,小施惩戒,SOL-X: 杀手也有假期,53.54,101588.57,0.00,0.00,0.00,1800.00,1800.00,0.00,3495.00,0.00
1123,B,Spuria,临场铳械改装,GEE-X: Drone Spraying Kit,53.54,179177.59,0.00,0.00,0.00,1797.63,398.93,0.00,1893.00,8.57
1124,B,Thorns,攻击力强化·γ型,LOR-X: The Salt and the Sand,53.54,209637.69,0.00,0.00,0.00,1800.00,1800.00,0.00,4020.80,0.00
1125,B,Uika Misumi,我悲悯的,No Module,53.37,0.00,0.00,0.00,0.00,1800.00,1800.00,95518.08,1410.00,85.71
1126,B,Purestream,涌泉,WAH-Y: 'The River's Lingering Charm',53.31,0.00,0.00,0.00,0.00,1800.00,1800.00,28301.17,1365.00,0.00
1127,B,Angelina,秘杖·速充模式,DEC-Y: Gravity Calibration Module,53.30,0.00,138341.05,0.00,0.00,1800.00,1042.85,0.00,2155.00,32.00
1128,B,Leizi the Thunderbringer,正霆摄威,LIB-X: “一念”,53.27,25952.64,0.00,0.00,0.00,1800.00,1800.00,0.00,4223.00,0.00
1129,B,Typhon,RAW,SIE-Y: 冰原的影子,53.19,167611.93,0.00,0.00,0.00,202.46,432.31,0.00,1702.00,20.00
1130,B,Crackborne,涤净,No Module,53.16,43412.50,0.00,0.00,64037.75,1800.00,952.40,0.00,6390.00,120.00
1131,B,Kestrel,醉刃乱舞,No Module,53.12,61734.70,0.00,0.00,0.00,1800.00,1800.00,0.00,1960.00,0.00
1132,B,Sora,战斗之歌,No Module,53.09,0.00,0.00,0.00,0.00,1800.00,1800.00,80902.50,1356.00,120.00
1133,B,Snowsant,伸缩式电捕网,No Module,53.07,40173.78,0.00,0.00,0.00,1800.00,1800.00,0.00,1835.00,59.89
1134,B,Iana,RAW,No Module,53.07,66368.00,0.00,0.00,0.00,1800.00,1800.00,0.00,2436.00,330.00
1135,B,Exusiai,扫射模式,MAR-X: Exusiai's Surprise,52.99,248174.00,0.00,0.00,0.00,1258.74,1800.00,0.00,2421.90,0.00
1136,B,Ray,广域警觉,No Module,52.98,294495.44,0.00,0.00,0.00,1039.74,373.60,0.00,1933.00,0.00
1137,B,Spuria,RAW,GEE-X: Drone Spraying Kit,52.93,134587.15,0.00,0.00,0.00,1800.00,548.14,0.00,1893.00,8.57
1138,B,Kestrel,冲锋号令·γ型,No Module,52.93,39502.02,0.00,0.00,0.00,1800.00,1800.00,0.00,1960.00,0.00
1139,B,Zima,冲锋号令·γ型,No Module,52.93,25904.76,0.00,0.00,0.00,1800.00,1800.00,0.00,2150.00,0.00
1140,B,Fang the Fire-Sharpened,执守阵线,CHG-X: The Dauntless,52.91,103666.50,0.00,0.00,0.00,509.85,1800.00,0.00,2226.00,0.00
1141,B,Projekt Red,狼群,No Module,52.82,29084.95,0.00,0.00,0.00,1800.00,1800.00,0.00,1505.00,36.75
1142,B,Chiave,冲锋号令·γ型,No Module,52.75,44031.11,0.00,0.00,0.00,1800.00,1800.00,0.00,1824.00,0.00
1143,B,Harold,治疗强化·γ型,WDM-X: 腿部护理套装,52.74,0.00,0.00,0.00,0.00,1800.00,1800.00,89402.11,1490.00,108.00
1144,B,Wang,取势,No Module,52.71,51779.73,230572.05,0.00,0.00,312.78,230.77,0.00,1480.00,43.33
1145,B,Silence the Paradigmatic,进取之心,BLS-X: Hard to Keep Awake,52.71,0.00,0.00,0.00,0.00,1800.00,1800.00,81556.88,4382.47,0.00
1146,B,Typhon,RAW,SIE-X: Ammadikshu,52.70,162485.42,0.00,0.00,0.00,312.49,740.70,0.00,1912.00,20.00
1147,B,Muelsyse,浅层非熵适应,TAC-Y: 落叶四季,52.65,62656.88,0.00,0.00,0.00,1800.00,1800.00,0.00,1983.00,0.00
1148,B,Kichisei,吉星高照！,RPR-X: 可疑的宣传页,52.56,120734.34,0.00,0.00,0.00,440.73,1772.29,0.00,2500.00,28.37
1149,B,Purestream,治愈水波,WAH-Y: 'The River's Lingering Charm',52.50,0.00,0.00,0.00,0.00,1800.00,1800.00,35429.74,1365.00,0.00
1150,B,Laios,威吓战法,DRE-Y: 想要带回迷宫的包裹,52.50,163069.22,0.00,0.00,0.00,1800.00,467.11,0.00,9811.20,0.00
1151,B,Snowsant,倒刺钩爪,No Module,52.50,45319.24,0.00,0.00,0.00,1800.00,1800.00,0.00,1835.00,47.22
1152,B,Lucilla,RAW,UMD-X: 多功能测绘仪-改良版,52.43,0.00,80232.62,0.00,0.00,1800.00,1436.51,0.00,1625.00,270.00
1153,B,Saria,药物配置,GUA-Y: Technology Rising Star Award,52.37,59397.50,0.00,0.00,0.00,1800.00,1800.00,70699.61,4023.53,0.00
1154,B,Angelina the Mellow Wish,RAW,No Module,52.35,119896.00,35979.20,0.00,0.00,1800.00,1800.00,0.00,4293.00,39.00
1155,B,Estelle,舍身突击,CEN-Y: Farewell Gifts from the Wildlands,52.28,123240.00,0.00,0.00,0.00,221.11,1800.00,0.00,5960.50,0.00
1156,B,Horn,照明榴弹,No Module,52.27,104174.31,0.00,0.00,0.00,338.18,964.61,0.00,7667.50,0.00
1157,B,Sharp,快刀,DRE-X: Sharp证章,52.26,179949.00,0.00,0.00,0.00,1033.12,861.71,0.00,3812.00,0.00
1158,B,Vulpisfoglia,RAW,SOL-Y: 剑舞,52.17,90571.43,0.00,0.00,0.00,1800.00,1800.00,0.00,4300.00,0.00
1159,B,Closure,模型扩展,TAC-X: 给自己的小奖杯,52.12,40809.60,0.00,0.00,0.00,1800.00,1800.00,0.00,1942.00,0.00
1160,B,Pallas,英勇的祝福,No Module,52.08,69975.00,0.00,0.00,0.00,686.06,1800.00,0.00,1963.00,0.00
1161,B,Skyfire,天坠之火,SPC-Y: Fire Retardant Treatment,52.04,0.00,90883.28,0.00,0.00,402.10,826.06,0.00,1620.00,282.25
1162,B,Swire the Elegant Wit,RAW,MER-X: 'Be Resplendent and Outstanding',52.00,150360.00,0.00,0.00,0.00,1800.00,1800.00,0.00,4608.00,0.00
1163,B,Nasti,栖脚地,No Module,51.98,0.00,159541.76,0.00,0.00,1800.00,921.48,0.00,1463.41,144.00
1164,B,Lucilla,阻滞性显色剂,UMD-X: 多功能测绘仪-改良版,51.94,0.00,100290.78,0.00,0.00,1800.00,1142.65,0.00,1625.00,270.00
1165,B,U-Official,RAW,No Module,51.92,0.00,0.00,0.00,0.00,1800.00,1800.00,7650.00,1172.00,91.86
1166,B,Swire the Elegant Wit,仗义疏财,No Module,51.82,130176.00,0.00,0.00,0.00,1800.00,1800.00,0.00,4248.00,0.00
1167,B,Lord/Sharp,RAW,LOR-X: 领主·Sharp证章,51.81,137443.82,0.00,0.00,0.00,1800.00,1800.00,0.00,2662.00,125.00
1168,B,Delphine,“抢攻”,No Module,51.78,0.00,146657.28,0.00,0.00,1800.00,700.68,0.00,2757.60,300.00
1169,B,Qanipalaat,RAW,CCR-Y: Homemade Trekking Poles,51.73,0.00,85644.00,0.00,0.00,1800.00,924.64,0.00,1650.00,330.00
1170,B,Młynar,未宽解的悲哀,No Module,51.69,34217.79,0.00,0.00,0.00,1800.00,1800.00,0.00,4595.29,0.00
1171,B,Vina Victoria,RAW,AFT-Y: 秩序圣“球”,51.67,0.00,134577.60,0.00,0.00,1800.00,811.95,0.00,3711.54,194.00
1172,B,Snow Hunter,RAW,No Module,51.56,217759.69,0.00,0.00,0.00,1454.48,800.56,0.00,1710.00,15.00
